ID,Timestamp,gps_lat,gps_lng
1,2022-11-25 14:55, 24.87858, 121.27085
2,2022-11-25 14:55, 24.87858, 121.27085
3,2022-11-25 14:55, 24.87858, 121.27085
4,2022-11-25 14:55, 24.87858, 121.27085
5,2022-11-25 14:55, 24.87857, 121.27085
6,2022-11-25 14:55, 24.87857, 121.27085
7,2022-11-25 14:55, 24.87857, 121.27085
8,2022-11-25 14:55, 24.87857, 121.27085
9,2022-11-25 14:55, 24.87857, 121.27085
10,2022-11-25 14:55, 24.87858, 121.27085
11,2022-11-25 14:55, 24.87858, 121.27085
12,2022-11-25 14:55, 24.87858, 121.27085
13,2022-11-25 14:55, 24.87858, 121.27085
14,2022-11-25 14:55, 24.87857, 121.27085
15,2022-11-25 14:55, 24.87857, 121.27085
16,2022-11-25 14:55, 24.87857, 121.27085
17,2022-11-25 14:55, 24.87857, 121.27085
18,2022-11-25 14:55, 24.87857, 121.27085
